/home/yubin/miniconda3/envs/torch/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:129: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
classify loss is 0.11036408, angle loss is 0.00092014, iou loss is 0.16171002
Epoch is [532/600], mini-batch is [9/27], time consumption is 0.20508575, batch_loss is 0.28127548
classify loss is 0.07990658, angle loss is 0.00063040, iou loss is 0.12425544
Epoch is [532/600], mini-batch is [10/27], time consumption is 0.20599151, batch_loss is 0.21046598
classify loss is 0.12387335, angle loss is 0.00068796, iou loss is 0.15068768
Epoch is [532/600], mini-batch is [11/27], time consumption is 0.20064974, batch_loss is 0.28144065
classify loss is 0.09102672, angle loss is 0.00046581, iou loss is 0.12403470
Epoch is [532/600], mini-batch is [12/27], time consumption is 0.20418382, batch_loss is 0.21971948
classify loss is 0.08859342, angle loss is 0.00046590, iou loss is 0.13887025
Epoch is [532/600], mini-batch is [13/27], time consumption is 0.20301294, batch_loss is 0.23212266
classify loss is 0.10266721, angle loss is 0.00064164, iou loss is 0.15031467
Epoch is [532/600], mini-batch is [14/27], time consumption is 0.20225310, batch_loss is 0.25939834
classify loss is 0.09830678, angle loss is 0.00077921, iou loss is 0.14033985
Epoch is [532/600], mini-batch is [15/27], time consumption is 0.20161867, batch_loss is 0.24643871
classify loss is 0.10582757, angle loss is 0.00105090, iou loss is 0.16442551
Epoch is [532/600], mini-batch is [16/27], time consumption is 0.20427227, batch_loss is 0.28076214
classify loss is 0.11634588, angle loss is 0.00041705, iou loss is 0.13175882
Epoch is [532/600], mini-batch is [17/27], time consumption is 0.20605469, batch_loss is 0.25227517
classify loss is 0.08711976, angle loss is 0.00069185, iou loss is 0.13463144
Epoch is [532/600], mini-batch is [18/27], time consumption is 0.20674467, batch_loss is 0.22866972
classify loss is 0.09417665, angle loss is 0.00064596, iou loss is 0.14406791
Epoch is [532/600], mini-batch is [19/27], time consumption is 0.20326185, batch_loss is 0.24470414
classify loss is 0.08861285, angle loss is 0.00053736, iou loss is 0.14520058
Epoch is [532/600], mini-batch is [20/27], time consumption is 0.20538998, batch_loss is 0.23918703
classify loss is 0.10208857, angle loss is 0.00066770, iou loss is 0.13568644
Epoch is [532/600], mini-batch is [21/27], time consumption is 0.20101404, batch_loss is 0.24445206
classify loss is 0.09787852, angle loss is 0.00085348, iou loss is 0.14756811
Epoch is [532/600], mini-batch is [22/27], time consumption is 0.20299840, batch_loss is 0.25398144
classify loss is 0.09239298, angle loss is 0.00075239, iou loss is 0.15479067
Epoch is [532/600], mini-batch is [23/27], time consumption is 0.19976878, batch_loss is 0.25470757
classify loss is 0.08620965, angle loss is 0.00057889, iou loss is 0.10629117
Epoch is [532/600], mini-batch is [24/27], time consumption is 0.20214510, batch_loss is 0.19828975
classify loss is 0.09130341, angle loss is 0.00052576, iou loss is 0.14076433
Epoch is [532/600], mini-batch is [25/27], time consumption is 0.20196748, batch_loss is 0.23732537
classify loss is 0.08835870, angle loss is 0.00042438, iou loss is 0.11915378
Epoch is [532/600], mini-batch is [26/27], time consumption is 0.20390725, batch_loss is 0.21175623
classify loss is 0.07310712, angle loss is 0.00034567, iou loss is 0.10848793
Epoch is [532/600], mini-batch is [27/27], time consumption is 0.20149827, batch_loss is 0.18505174
epoch_loss is 0.24791798, epoch_time is 20.71119046
Mon May 23 19:16:05 2022
==================================================
classify loss is 0.14190656, angle loss is 0.00093375, iou loss is 0.16837263
Epoch is [533/600], mini-batch is [1/27], time consumption is 0.20887208, batch_loss is 0.31961673
classify loss is 0.10001451, angle loss is 0.00054940, iou loss is 0.13603449
Epoch is [533/600], mini-batch is [2/27], time consumption is 0.20156431, batch_loss is 0.24154301
classify loss is 0.08600014, angle loss is 0.00054463, iou loss is 0.13170511
Epoch is [533/600], mini-batch is [3/27], time consumption is 0.20456314, batch_loss is 0.22315152
classify loss is 0.08027595, angle loss is 0.00036812, iou loss is 0.10657732
Epoch is [533/600], mini-batch is [4/27], time consumption is 0.20287824, batch_loss is 0.19053450
classify loss is 0.10439754, angle loss is 0.00064517, iou loss is 0.16594131
Epoch is [533/600], mini-batch is [5/27], time consumption is 0.20606446, batch_loss is 0.27679062
classify loss is 0.07978958, angle loss is 0.00036364, iou loss is 0.11032487
Epoch is [533/600], mini-batch is [6/27], time consumption is 0.20312977, batch_loss is 0.19375084
classify loss is 0.07635123, angle loss is 0.00046488, iou loss is 0.10791577
Epoch is [533/600], mini-batch is [7/27], time consumption is 0.20461702, batch_loss is 0.18891580
classify loss is 0.09699535, angle loss is 0.00120390, iou loss is 0.14839186
Epoch is [533/600], mini-batch is [8/27], time consumption is 0.20464277, batch_loss is 0.25742626
classify loss is 0.11308885, angle loss is 0.00085775, iou loss is 0.16660112
Epoch is [533/600], mini-batch is [9/27], time consumption is 0.20504212, batch_loss is 0.28826746
classify loss is 0.09425122, angle loss is 0.00049807, iou loss is 0.13963769
Epoch is [533/600], mini-batch is [10/27], time consumption is 0.20307469, batch_loss is 0.23886965
classify loss is 0.10288525, angle loss is 0.00051801, iou loss is 0.16625530
Epoch is [533/600], mini-batch is [11/27], time consumption is 0.20684242, batch_loss is 0.27432063
classify loss is 0.07917058, angle loss is 0.00037765, iou loss is 0.12127973
Epoch is [533/600], mini-batch is [12/27], time consumption is 0.20518732, batch_loss is 0.20422682
classify loss is 0.09308499, angle loss is 0.00068790, iou loss is 0.14528969
Epoch is [533/600], mini-batch is [13/27], time consumption is 0.20292568, batch_loss is 0.24525364
classify loss is 0.11688888, angle loss is 0.00158226, iou loss is 0.16511378
Epoch is [533/600], mini-batch is [14/27], time consumption is 0.20257497, batch_loss is 0.29782528
classify loss is 0.08778375, angle loss is 0.00084223, iou loss is 0.13971522
Epoch is [533/600], mini-batch is [15/27], time consumption is 0.20283842, batch_loss is 0.23592132
classify loss is 0.09374809, angle loss is 0.00041392, iou loss is 0.11820220
Epoch is [533/600], mini-batch is [16/27], time consumption is 0.20383048, batch_loss is 0.21608952
classify loss is 0.09442443, angle loss is 0.00110566, iou loss is 0.12627341
Epoch is [533/600], mini-batch is [17/27], time consumption is 0.20708084, batch_loss is 0.23175441
classify loss is 0.09953874, angle loss is 0.00043704, iou loss is 0.14071368
Epoch is [533/600], mini-batch is [18/27], time consumption is 0.20393205, batch_loss is 0.24462278
classify loss is 0.07105809, angle loss is 0.00048607, iou loss is 0.12533852
Epoch is [533/600], mini-batch is [19/27], time consumption is 0.20130420, batch_loss is 0.20125727
classify loss is 0.09958369, angle loss is 0.00072984, iou loss is 0.16522259
Epoch is [533/600], mini-batch is [20/27], time consumption is 0.20840979, batch_loss is 0.27210468
classify loss is 0.07556009, angle loss is 0.00063032, iou loss is 0.12268092
Epoch is [533/600], mini-batch is [21/27], time consumption is 0.20520186, batch_loss is 0.20454423
classify loss is 0.06551456, angle loss is 0.00030822, iou loss is 0.09219678
Epoch is [533/600], mini-batch is [22/27], time consumption is 0.20242667, batch_loss is 0.16079353
classify loss is 0.08826709, angle loss is 0.00055816, iou loss is 0.10856710
Epoch is [533/600], mini-batch is [23/27], time consumption is 0.20251966, batch_loss is 0.20241578
classify loss is 0.07462198, angle loss is 0.00056566, iou loss is 0.12502177
Epoch is [533/600], mini-batch is [24/27], time consumption is 0.20236874, batch_loss is 0.20530038
classify loss is 0.09406120, angle loss is 0.00062555, iou loss is 0.13775338
Epoch is [533/600], mini-batch is [25/27], time consumption is 0.20442176, batch_loss is 0.23807010
classify loss is 0.10603660, angle loss is 0.00044835, iou loss is 0.16630004
Epoch is [533/600], mini-batch is [26/27], time consumption is 0.20057082, batch_loss is 0.27682018
classify loss is 0.10171145, angle loss is 0.00064747, iou loss is 0.14432113
Epoch is [533/600], mini-batch is [27/27], time consumption is 0.20058155, batch_loss is 0.25250733
epoch_loss is 0.23639608, epoch_time is 20.37238407
Mon May 23 19:16:25 2022
==================================================
classify loss is 0.09197825, angle loss is 0.00051598, iou loss is 0.12340821
Epoch is [534/600], mini-batch is [1/27], time consumption is 0.20646024, batch_loss is 0.22054629
classify loss is 0.10453326, angle loss is 0.00074860, iou loss is 0.14715965
Epoch is [534/600], mini-batch is [2/27], time consumption is 0.20370531, batch_loss is 0.25917888
classify loss is 0.09041923, angle loss is 0.00039964, iou loss is 0.12812489
Epoch is [534/600], mini-batch is [3/27], time consumption is 0.20428419, batch_loss is 0.22254053
classify loss is 0.07548898, angle loss is 0.00156590, iou loss is 0.14164042
Epoch is [534/600], mini-batch is [4/27], time consumption is 0.20573831, batch_loss is 0.23278838
classify loss is 0.07937646, angle loss is 0.00065302, iou loss is 0.12173174
Epoch is [534/600], mini-batch is [5/27], time consumption is 0.20177865, batch_loss is 0.20763840
classify loss is 0.08337879, angle loss is 0.00066261, iou loss is 0.12880334
Epoch is [534/600], mini-batch is [6/27], time consumption is 0.20341110, batch_loss is 0.21880828
classify loss is 0.11037070, angle loss is 0.00066404, iou loss is 0.13367027
Epoch is [534/600], mini-batch is [7/27], time consumption is 0.20345616, batch_loss is 0.25068140
classify loss is 0.08399642, angle loss is 0.00042700, iou loss is 0.10744915
Epoch is [534/600], mini-batch is [8/27], time consumption is 0.20378566, batch_loss is 0.19571561
classify loss is 0.10172057, angle loss is 0.00045685, iou loss is 0.13627562
Epoch is [534/600], mini-batch is [9/27], time consumption is 0.20983005, batch_loss is 0.24256474
classify loss is 0.08225721, angle loss is 0.00069809, iou loss is 0.12478811
Epoch is [534/600], mini-batch is [10/27], time consumption is 0.20357180, batch_loss is 0.21402617
classify loss is 0.10009527, angle loss is 0.00031705, iou loss is 0.12478906
Epoch is [534/600], mini-batch is [11/27], time consumption is 0.20370603, batch_loss is 0.22805487
classify loss is 0.11427218, angle loss is 0.00140894, iou loss is 0.15385070
Epoch is [534/600], mini-batch is [12/27], time consumption is 0.20457864, batch_loss is 0.28221226
classify loss is 0.09865522, angle loss is 0.00066460, iou loss is 0.13817602
Epoch is [534/600], mini-batch is [13/27], time consumption is 0.21013761, batch_loss is 0.24347723
classify loss is 0.09713244, angle loss is 0.00056248, iou loss is 0.15053721
Epoch is [534/600], mini-batch is [14/27], time consumption is 0.20147276, batch_loss is 0.25329441
classify loss is 0.09246725, angle loss is 0.00033603, iou loss is 0.13226235
Epoch is [534/600], mini-batch is [15/27], time consumption is 0.20365405, batch_loss is 0.22808993
classify loss is 0.11430323, angle loss is 0.00061411, iou loss is 0.14028174
Epoch is [534/600], mini-batch is [16/27], time consumption is 0.20444942, batch_loss is 0.26072603
classify loss is 0.08385974, angle loss is 0.00033581, iou loss is 0.10263308
Epoch is [534/600], mini-batch is [17/27], time consumption is 0.20833850, batch_loss is 0.18985088
classify loss is 0.08527869, angle loss is 0.00039715, iou loss is 0.11362556
Epoch is [534/600], mini-batch is [18/27], time consumption is 0.20483685, batch_loss is 0.20287573
classify loss is 0.08527356, angle loss is 0.00066069, iou loss is 0.14310348
Epoch is [534/600], mini-batch is [19/27], time consumption is 0.20606613, batch_loss is 0.23498394
classify loss is 0.11963028, angle loss is 0.00219049, iou loss is 0.18099461
Epoch is [534/600], mini-batch is [20/27], time consumption is 0.20450139, batch_loss is 0.32252979
classify loss is 0.10013765, angle loss is 0.00088124, iou loss is 0.13955677
Epoch is [534/600], mini-batch is [21/27], time consumption is 0.20490026, batch_loss is 0.24850677
classify loss is 0.08743137, angle loss is 0.00052404, iou loss is 0.13512844
Epoch is [534/600], mini-batch is [22/27], time consumption is 0.20335960, batch_loss is 0.22780019
classify loss is 0.11292398, angle loss is 0.00072177, iou loss is 0.12671919
Epoch is [534/600], mini-batch is [23/27], time consumption is 0.20155525, batch_loss is 0.24686091
classify loss is 0.09293008, angle loss is 0.00060720, iou loss is 0.12736413
Epoch is [534/600], mini-batch is [24/27], time consumption is 0.20242667, batch_loss is 0.22636619
classify loss is 0.09099829, angle loss is 0.00049697, iou loss is 0.13727073
Epoch is [534/600], mini-batch is [25/27], time consumption is 0.19857359, batch_loss is 0.23323876
classify loss is 0.08440232, angle loss is 0.00050000, iou loss is 0.12877120
Epoch is [534/600], mini-batch is [26/27], time consumption is 0.20301962, batch_loss is 0.21817355
classify loss is 0.08618277, angle loss is 0.00054423, iou loss is 0.12162726
Epoch is [534/600], mini-batch is [27/27], time consumption is 0.20193291, batch_loss is 0.21325234
epoch_loss is 0.23425120, epoch_time is 21.17491508
Mon May 23 19:16:46 2022
==================================================
classify loss is 0.11933589, angle loss is 0.00074181, iou loss is 0.19169918
Epoch is [535/600], mini-batch is [1/27], time consumption is 0.20825791, batch_loss is 0.31845316
classify loss is 0.09482521, angle loss is 0.00044374, iou loss is 0.12456451
Epoch is [535/600], mini-batch is [2/27], time consumption is 0.20781970, batch_loss is 0.22382711
classify loss is 0.07341766, angle loss is 0.00044483, iou loss is 0.12148223
Epoch is [535/600], mini-batch is [3/27], time consumption is 0.19955134, batch_loss is 0.19934818
classify loss is 0.09014803, angle loss is 0.00041654, iou loss is 0.11131757
Epoch is [535/600], mini-batch is [4/27], time consumption is 0.20838356, batch_loss is 0.20563097
classify loss is 0.08894014, angle loss is 0.00055622, iou loss is 0.13533084
Epoch is [535/600], mini-batch is [5/27], time consumption is 0.20451617, batch_loss is 0.22983322
classify loss is 0.06998998, angle loss is 0.00060142, iou loss is 0.11349805
Epoch is [535/600], mini-batch is [6/27], time consumption is 0.20703459, batch_loss is 0.18950224
classify loss is 0.10019773, angle loss is 0.00079858, iou loss is 0.13870555
Epoch is [535/600], mini-batch is [7/27], time consumption is 0.20171213, batch_loss is 0.24688911
classify loss is 0.10076821, angle loss is 0.00060689, iou loss is 0.16008650
Epoch is [535/600], mini-batch is [8/27], time consumption is 0.20672727, batch_loss is 0.26692364
classify loss is 0.09188688, angle loss is 0.00046647, iou loss is 0.12765051
Epoch is [535/600], mini-batch is [9/27], time consumption is 0.21115112, batch_loss is 0.22420210
classify loss is 0.07002610, angle loss is 0.00052715, iou loss is 0.11955226
Epoch is [535/600], mini-batch is [10/27], time consumption is 0.20626879, batch_loss is 0.19484991
classify loss is 0.08347797, angle loss is 0.00052866, iou loss is 0.13407932
Epoch is [535/600], mini-batch is [11/27], time consumption is 0.20757079, batch_loss is 0.22284386
classify loss is 0.09752995, angle loss is 0.00131146, iou loss is 0.13238156
Epoch is [535/600], mini-batch is [12/27], time consumption is 0.20489335, batch_loss is 0.24302608
classify loss is 0.08437437, angle loss is 0.00072773, iou loss is 0.18070510
Epoch is [535/600], mini-batch is [13/27], time consumption is 0.20760965, batch_loss is 0.27235681
classify loss is 0.08747196, angle loss is 0.00042829, iou loss is 0.12066457
Epoch is [535/600], mini-batch is [14/27], time consumption is 0.20722890, batch_loss is 0.21241948
classify loss is 0.09824866, angle loss is 0.00049437, iou loss is 0.13400394
Epoch is [535/600], mini-batch is [15/27], time consumption is 0.20546818, batch_loss is 0.23719631
classify loss is 0.08642864, angle loss is 0.00090234, iou loss is 0.13276887
Epoch is [535/600], mini-batch is [16/27], time consumption is 0.20479178, batch_loss is 0.22822094
classify loss is 0.09143686, angle loss is 0.00081020, iou loss is 0.13577926
Epoch is [535/600], mini-batch is [17/27], time consumption is 0.20443010, batch_loss is 0.23531817
classify loss is 0.08668268, angle loss is 0.00074462, iou loss is 0.14378785
Epoch is [535/600], mini-batch is [18/27], time consumption is 0.20627451, batch_loss is 0.23791672
classify loss is 0.10574287, angle loss is 0.00092108, iou loss is 0.14255217
Epoch is [535/600], mini-batch is [19/27], time consumption is 0.20568275, batch_loss is 0.25750586
classify loss is 0.07817119, angle loss is 0.00058562, iou loss is 0.12000369
Epoch is [535/600], mini-batch is [20/27], time consumption is 0.20566416, batch_loss is 0.20403108
classify loss is 0.08600658, angle loss is 0.00053941, iou loss is 0.12190358
Epoch is [535/600], mini-batch is [21/27], time consumption is 0.20588470, batch_loss is 0.21330425
classify loss is 0.06731355, angle loss is 0.00039765, iou loss is 0.11681306
Epoch is [535/600], mini-batch is [22/27], time consumption is 0.20667577, batch_loss is 0.18810309
classify loss is 0.10111517, angle loss is 0.00062068, iou loss is 0.16536160
Epoch is [535/600], mini-batch is [23/27], time consumption is 0.20464945, batch_loss is 0.27268353
classify loss is 0.08862293, angle loss is 0.00058661, iou loss is 0.11035792
Epoch is [535/600], mini-batch is [24/27], time consumption is 0.20424366, batch_loss is 0.20484698
classify loss is 0.09627497, angle loss is 0.00052100, iou loss is 0.14910659
Epoch is [535/600], mini-batch is [25/27], time consumption is 0.20776629, batch_loss is 0.25059152
classify loss is 0.10244185, angle loss is 0.00154743, iou loss is 0.14978676
Epoch is [535/600], mini-batch is [26/27], time consumption is 0.20359945, batch_loss is 0.26770288
classify loss is 0.08694899, angle loss is 0.00098520, iou loss is 0.14483994
Epoch is [535/600], mini-batch is [27/27], time consumption is 0.20084262, batch_loss is 0.24164090
epoch_loss is 0.23293215, epoch_time is 20.23868346
Mon May 23 19:17:06 2022
==================================================
classify loss is 0.09000230, angle loss is 0.00036552, iou loss is 0.14576149
Epoch is [536/600], mini-batch is [1/27], time consumption is 0.20960999, batch_loss is 0.23941898
classify loss is 0.09544379, angle loss is 0.00061808, iou loss is 0.13433802
Epoch is [536/600], mini-batch is [2/27], time consumption is 0.20573568, batch_loss is 0.23596255
classify loss is 0.11032712, angle loss is 0.00070795, iou loss is 0.14187208
Epoch is [536/600], mini-batch is [3/27], time consumption is 0.20334005, batch_loss is 0.25927871
classify loss is 0.09443444, angle loss is 0.00088038, iou loss is 0.13099490
Epoch is [536/600], mini-batch is [4/27], time consumption is 0.20594406, batch_loss is 0.23423311
classify loss is 0.07636422, angle loss is 0.00072378, iou loss is 0.12195785
Epoch is [536/600], mini-batch is [5/27], time consumption is 0.20677733, batch_loss is 0.20555985
classify loss is 0.08962208, angle loss is 0.00053075, iou loss is 0.12844139
Epoch is [536/600], mini-batch is [6/27], time consumption is 0.20464945, batch_loss is 0.22337095
classify loss is 0.08828032, angle loss is 0.00038705, iou loss is 0.12522341
Epoch is [536/600], mini-batch is [7/27], time consumption is 0.21617818, batch_loss is 0.21737422
classify loss is 0.11199468, angle loss is 0.00053090, iou loss is 0.13800929
Epoch is [536/600], mini-batch is [8/27], time consumption is 0.20578814, batch_loss is 0.25531295
classify loss is 0.09539449, angle loss is 0.00057993, iou loss is 0.13010792
Epoch is [536/600], mini-batch is [9/27], time consumption is 0.20839620, batch_loss is 0.23130170
classify loss is 0.09880000, angle loss is 0.00051209, iou loss is 0.15381490
Epoch is [536/600], mini-batch is [10/27], time consumption is 0.20299363, batch_loss is 0.25773579
classify loss is 0.08410597, angle loss is 0.00052725, iou loss is 0.14441372
Epoch is [536/600], mini-batch is [11/27], time consumption is 0.20737219, batch_loss is 0.23379217
classify loss is 0.10158628, angle loss is 0.00057268, iou loss is 0.11854413
Epoch is [536/600], mini-batch is [12/27], time consumption is 0.20722365, batch_loss is 0.22585717
classify loss is 0.08175910, angle loss is 0.00052360, iou loss is 0.11844756
Epoch is [536/600], mini-batch is [13/27], time consumption is 0.20389628, batch_loss is 0.20544270
classify loss is 0.09684664, angle loss is 0.00045387, iou loss is 0.13642080
Epoch is [536/600], mini-batch is [14/27], time consumption is 0.20543885, batch_loss is 0.23780616
classify loss is 0.10316050, angle loss is 0.00060322, iou loss is 0.15631883
Epoch is [536/600], mini-batch is [15/27], time consumption is 0.20972180, batch_loss is 0.26551154
classify loss is 0.08729607, angle loss is 0.00051590, iou loss is 0.13093790
Epoch is [536/600], mini-batch is [16/27], time consumption is 0.20388269, batch_loss is 0.22339293
classify loss is 0.09011364, angle loss is 0.00039794, iou loss is 0.12158046
Epoch is [536/600], mini-batch is [17/27], time consumption is 0.20516992, batch_loss is 0.21567348
classify loss is 0.07507128, angle loss is 0.00044222, iou loss is 0.10790089
Epoch is [536/600], mini-batch is [18/27], time consumption is 0.20354867, batch_loss is 0.18739438
classify loss is 0.06352252, angle loss is 0.00052083, iou loss is 0.09650984
Epoch is [536/600], mini-batch is [19/27], time consumption is 0.20882440, batch_loss is 0.16524068
classify loss is 0.09038401, angle loss is 0.00034506, iou loss is 0.12304982
Epoch is [536/600], mini-batch is [20/27], time consumption is 0.20638418, batch_loss is 0.21688446
classify loss is 0.08601809, angle loss is 0.00040592, iou loss is 0.11290772
Epoch is [536/600], mini-batch is [21/27], time consumption is 0.20836663, batch_loss is 0.20298500
classify loss is 0.10323912, angle loss is 0.00076830, iou loss is 0.17450814
Epoch is [536/600], mini-batch is [22/27], time consumption is 0.20468330, batch_loss is 0.28543025
classify loss is 0.09986103, angle loss is 0.00084306, iou loss is 0.14274532
Epoch is [536/600], mini-batch is [23/27], time consumption is 0.20631027, batch_loss is 0.25103691
classify loss is 0.10884970, angle loss is 0.00062806, iou loss is 0.18739019
Epoch is [536/600], mini-batch is [24/27], time consumption is 0.20504498, batch_loss is 0.30252045
classify loss is 0.09890121, angle loss is 0.00066633, iou loss is 0.14998364
Epoch is [536/600], mini-batch is [25/27], time consumption is 0.20752096, batch_loss is 0.25554812
classify loss is 0.10059714, angle loss is 0.00104828, iou loss is 0.15079850
Epoch is [536/600], mini-batch is [26/27], time consumption is 0.20459676, batch_loss is 0.26187849
classify loss is 0.09092253, angle loss is 0.00133642, iou loss is 0.13953453
Epoch is [536/600], mini-batch is [27/27], time consumption is 0.20106554, batch_loss is 0.24382126
epoch_loss is 0.23480611, epoch_time is 19.90429473
Mon May 23 19:17:26 2022
==================================================
classify loss is 0.07215673, angle loss is 0.00151774, iou loss is 0.12018949
Epoch is [537/600], mini-batch is [1/27], time consumption is 0.21234941, batch_loss is 0.20752366
classify loss is 0.09578449, angle loss is 0.00043734, iou loss is 0.12882602
Epoch is [537/600], mini-batch is [2/27], time consumption is 0.20521140, batch_loss is 0.22898392
classify loss is 0.09943438, angle loss is 0.00066607, iou loss is 0.14341226
Epoch is [537/600], mini-batch is [3/27], time consumption is 0.20734978, batch_loss is 0.24950735
classify loss is 0.07673252, angle loss is 0.00058758, iou loss is 0.12961596
Epoch is [537/600], mini-batch is [4/27], time consumption is 0.20427680, batch_loss is 0.21222425
classify loss is 0.09099138, angle loss is 0.00048646, iou loss is 0.11594743
Epoch is [537/600], mini-batch is [5/27], time consumption is 0.20383501, batch_loss is 0.21180338
classify loss is 0.08807421, angle loss is 0.00087712, iou loss is 0.13512944
Epoch is [537/600], mini-batch is [6/27], time consumption is 0.20106626, batch_loss is 0.23197480
classify loss is 0.08236498, angle loss is 0.00098060, iou loss is 0.14541329
Epoch is [537/600], mini-batch is [7/27], time consumption is 0.20901942, batch_loss is 0.23758423
classify loss is 0.09257853, angle loss is 0.00076852, iou loss is 0.13149253
Epoch is [537/600], mini-batch is [8/27], time consumption is 0.20421076, batch_loss is 0.23175626
classify loss is 0.07839406, angle loss is 0.00048089, iou loss is 0.10856654
Epoch is [537/600], mini-batch is [9/27], time consumption is 0.20576882, batch_loss is 0.19176945
classify loss is 0.09304678, angle loss is 0.00068044, iou loss is 0.13645650
Epoch is [537/600], mini-batch is [10/27], time consumption is 0.20838809, batch_loss is 0.23630767
classify loss is 0.08776265, angle loss is 0.00041155, iou loss is 0.12669270
Epoch is [537/600], mini-batch is [11/27], time consumption is 0.20492458, batch_loss is 0.21857081
classify loss is 0.09056222, angle loss is 0.00039398, iou loss is 0.12428053
Epoch is [537/600], mini-batch is [12/27], time consumption is 0.20342422, batch_loss is 0.21878253
classify loss is 0.09189260, angle loss is 0.00032550, iou loss is 0.11628334
Epoch is [537/600], mini-batch is [13/27], time consumption is 0.20718598, batch_loss is 0.21143097
classify loss is 0.09943092, angle loss is 0.00050579, iou loss is 0.12896329
Epoch is [537/600], mini-batch is [14/27], time consumption is 0.20761847, batch_loss is 0.23345213
classify loss is 0.09525859, angle loss is 0.00068102, iou loss is 0.15452236
Epoch is [537/600], mini-batch is [15/27], time consumption is 0.20492435, batch_loss is 0.25659120
classify loss is 0.11036086, angle loss is 0.00065617, iou loss is 0.16923906
Epoch is [537/600], mini-batch is [16/27], time consumption is 0.20447946, batch_loss is 0.28616160
classify loss is 0.08000004, angle loss is 0.00053339, iou loss is 0.12282396
Epoch is [537/600], mini-batch is [17/27], time consumption is 0.20824313, batch_loss is 0.20815793
classify loss is 0.07484478, angle loss is 0.00067604, iou loss is 0.12749937
Epoch is [537/600], mini-batch is [18/27], time consumption is 0.20798826, batch_loss is 0.20910452
classify loss is 0.08080006, angle loss is 0.00054811, iou loss is 0.11756742
Epoch is [537/600], mini-batch is [19/27], time consumption is 0.20532870, batch_loss is 0.20384857
classify loss is 0.09125799, angle loss is 0.00053672, iou loss is 0.10981374
Epoch is [537/600], mini-batch is [20/27], time consumption is 0.20249820, batch_loss is 0.20643890
classify loss is 0.07567734, angle loss is 0.00040529, iou loss is 0.12478062
Epoch is [537/600], mini-batch is [21/27], time consumption is 0.20444250, batch_loss is 0.20451087
classify loss is 0.08321512, angle loss is 0.00053401, iou loss is 0.13592467
Epoch is [537/600], mini-batch is [22/27], time consumption is 0.20494747, batch_loss is 0.22447993
classify loss is 0.11216825, angle loss is 0.00044336, iou loss is 0.17762484
Epoch is [537/600], mini-batch is [23/27], time consumption is 0.20562172, batch_loss is 0.29422665
classify loss is 0.09635651, angle loss is 0.00071202, iou loss is 0.12582511
Epoch is [537/600], mini-batch is [24/27], time consumption is 0.20787096, batch_loss is 0.22930178
classify loss is 0.08049852, angle loss is 0.00108055, iou loss is 0.11739321
Epoch is [537/600], mini-batch is [25/27], time consumption is 0.20126200, batch_loss is 0.20869723
classify loss is 0.08578706, angle loss is 0.00086595, iou loss is 0.14260444
Epoch is [537/600], mini-batch is [26/27], time consumption is 0.20309305, batch_loss is 0.23705104
classify loss is 0.08729041, angle loss is 0.00052832, iou loss is 0.12536296
Epoch is [537/600], mini-batch is [27/27], time consumption is 0.20370746, batch_loss is 0.21793658
epoch_loss is 0.22622882, epoch_time is 20.47587109
Mon May 23 19:17:47 2022
==================================================
classify loss is 0.10005909, angle loss is 0.00088915, iou loss is 0.15271729
Epoch is [538/600], mini-batch is [1/27], time consumption is 0.20983338, batch_loss is 0.26166788
classify loss is 0.08788311, angle loss is 0.00043936, iou loss is 0.12452093
Epoch is [538/600], mini-batch is [2/27], time consumption is 0.20284534, batch_loss is 0.21679762
classify loss is 0.08736581, angle loss is 0.00046909, iou loss is 0.12273836
Epoch is [538/600], mini-batch is [3/27], time consumption is 0.20455170, batch_loss is 0.21479508
classify loss is 0.11738110, angle loss is 0.00067886, iou loss is 0.20068005
Epoch is [538/600], mini-batch is [4/27], time consumption is 0.20227313, batch_loss is 0.32484969
classify loss is 0.09181166, angle loss is 0.00037061, iou loss is 0.14047435
Epoch is [538/600], mini-batch is [5/27], time consumption is 0.20300436, batch_loss is 0.23599213
classify loss is 0.09430343, angle loss is 0.00069678, iou loss is 0.12999165
Epoch is [538/600], mini-batch is [6/27], time consumption is 0.20459700, batch_loss is 0.23126286
classify loss is 0.06693131, angle loss is 0.00048092, iou loss is 0.14430439
Epoch is [538/600], mini-batch is [7/27], time consumption is 0.20193601, batch_loss is 0.21604486
classify loss is 0.13999277, angle loss is 0.00087621, iou loss is 0.18010047
Epoch is [538/600], mini-batch is [8/27], time consumption is 0.20271349, batch_loss is 0.32885537
classify loss is 0.08134615, angle loss is 0.00061616, iou loss is 0.14204426
Epoch is [538/600], mini-batch is [9/27], time consumption is 0.20193052, batch_loss is 0.22955205
classify loss is 0.10002488, angle loss is 0.00044736, iou loss is 0.12995036
Epoch is [538/600], mini-batch is [10/27], time consumption is 0.20110083, batch_loss is 0.23444882
classify loss is 0.10131544, angle loss is 0.00054882, iou loss is 0.14522971
